web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732298342-1532","https://www.expat-dakar.com/ordinateurs?page=24","Neuf","Lenovo","425 000 F Cfa","LENOVO IDEAPAD 3 SLIM I7-12GEN/16GO/512SSD"
"1732298342-1533","https://www.expat-dakar.com/ordinateurs?page=24","Venant","Apple","125 000 F Cfa","MACBOOK AIR 13'' | 2014 | i5"
"1732298342-1534","https://www.expat-dakar.com/ordinateurs?page=24","Venant","Dell","75 000 F Cfa","Bureu dell i5 disk 500go rm 8gb ecrn 22p+wifi"
"1732298342-1535","https://www.expat-dakar.com/ordinateurs?page=24","D'occasion","HP","175 000 F Cfa","Hp elitebook 840 g5"
"1732298342-1536","https://www.expat-dakar.com/ordinateurs?page=24","D'occasion","HP","90 000 F Cfa","Hp probook x360 G2"
"1732298342-1537","https://www.expat-dakar.com/ordinateurs?page=24","Venant","Apple","850 000 F Cfa","MacBook Pro M3/8Go/512 Go"
"1732298356-1538","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298356-1539","https://www.expat-dakar.com/ordinateurs?page=23","Venant","Lenovo","89 900 F Cfa","Lenovo Yoga 12pouces écran tactile et pliable"
"1732298356-1540","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Apple","800 000 F Cfa","MacBook Pro M1 14 Pouces 2021 512/16"
"1732298356-1541","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Samsung","120 000 F Cfa","Ecran PC Incurvé 27 pouces 75Hz SAMSUNG"
"1732298356-1542","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","HP","160 000 F Cfa","Hp 840 g4 i5 tactile neuf"
"1732298356-1543","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","HP","270 000 F Cfa","Hp 840 g6 i7 tactile neuf"
"1732298356-1544","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Apple","650 000 F Cfa","MacBook Air M2 ( 2022 )"
"1732298356-1545","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Apple","1 600 000 F Cfa","Mac Book M3 Max ssd 1 To Ram 36 Gb sceller"
"1732298356-1546","https://www.expat-dakar.com/ordinateurs?page=23","Venant","Apple","480 000 F Cfa","Macbook Pro 2019 Touch Bar"
"1732298356-1547","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Apple","950 000 F Cfa","MacBook Pro M2 Pro 16 pouces 2023 16Go 512Go"
"1732298356-1548","https://www.expat-dakar.com/ordinateurs?page=23","Neuf","Lenovo","700 000 F Cfa","Lenovo Thinkpad T14 Gen 4 Corei7 Ram32 13ém Gen"
"1732298365-1549","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298365-1550","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","Dell","980 000 F Cfa","Dell xps 15 ( 9530 ). i7 13th / 16Gb / 512 ssd"
"1732298365-1551","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8"
"1732298365-1552","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","Dell","500 000 F Cfa","Dell inspiron Ryzen 7 /16Go/1Tossd"
"1732298365-1553","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","HP","750 000 F Cfa","HP OMEN 16 I7-13GEN/16GO/512SSD/RTX4050"
"1732298365-1554","https://www.expat-dakar.com/ordinateurs?page=22","Venant","Apple","520 000 F Cfa","MacBook Pro 15'' 2016"
"1732298365-1555","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","HP","130 000 F Cfa","Écran HP 24 Pouces 524sh Series 5 - 23.8"" FHD"
"1732298365-1556","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","Apple","450 000 F Cfa","MacBook Air M1 8GO/256SSD"
"1732298365-1557","https://www.expat-dakar.com/ordinateurs?page=22","Neuf","ASUS","450 000 F Cfa","ASUS VIVOBOOK I7/24GO/512SSD"
"1732298365-1558","https://www.expat-dakar.com/ordinateurs?page=22","Venant","HP","165 000 F Cfa","Écran pc HP 27 pouces neuf scellé"
"1732298365-1559","https://www.expat-dakar.com/ordinateurs?page=22","Venant","HP","500 000 F Cfa","Pc gamer Hp Oment Gtx 1070"
"1732298374-1560","https://www.expat-dakar.com/ordinateurs?page=21","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298374-1561","https://www.expat-dakar.com/ordinateurs?page=21","Venant","Samsung","350 000 F Cfa","Samsung galaxy book3 360"
"1732298374-1562","https://www.expat-dakar.com/ordinateurs?page=21","Venant","Dell","290 000 F Cfa","DELL XPS 15 i7"
"1732298374-1563","https://www.expat-dakar.com/ordinateurs?page=21","Venant","Microsoft Surface","495 000 F Cfa","Surface Laptop 5 , 12éme génération i7"
"1732298374-1564","https://www.expat-dakar.com/ordinateurs?page=21","Venant","Lenovo","100 000 F Cfa","Lenovo t540p i5"
"1732298374-1565","https://www.expat-dakar.com/ordinateurs?page=21","Venant","Apple","125 000 F Cfa","MacBook Air 2015"
"1732298374-1566","https://www.expat-dakar.com/ordinateurs?page=21","Neuf","Apple","1 300 000 F Cfa","MacBook Pro M2 Max 32Go 1To 16 pouces 2023"
"1732298374-1567","https://www.expat-dakar.com/ordinateurs?page=21","Neuf","HP","830 000 F Cfa","Hp Omen 16' RTX 4060"
"1732298374-1568","https://www.expat-dakar.com/ordinateurs?page=21","Neuf","Lenovo","650 000 F Cfa","Lenovo Loq Scellé RTX 4050"
"1732298374-1569","https://www.expat-dakar.com/ordinateurs?page=21","Neuf","HP","270 000 F Cfa","HP élitebook 645 g9"
"1732298374-1570","https://www.expat-dakar.com/ordinateurs?page=21","Venant","HP","90 000 F Cfa","Hp ProDesk i7-7700 @ 3.6Ghz"
"1732298384-1571","https://www.expat-dakar.com/ordinateurs?page=20","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298384-1572","https://www.expat-dakar.com/ordinateurs?page=20","Venant","HP","90 000 F Cfa","HP prodesk complet corei5/i3/i7"
"1732298384-1573","https://www.expat-dakar.com/ordinateurs?page=20","Venant","HP","150 000 F Cfa","Ordinateur All in ONE i3-i5"
"1732298384-1574","https://www.expat-dakar.com/ordinateurs?page=20","Neuf","Dell","90 000 F Cfa","DELL microtours i5/i7 6e-12e gen"
"1732298384-1575","https://www.expat-dakar.com/ordinateurs?page=20","Venant","HP","250 000 F Cfa","🌟 HP Gameur corei7 9e génération 🌟"
"1732298384-1576","https://www.expat-dakar.com/ordinateurs?page=20","Venant","Dell","350 000 F Cfa","Dell Précision 5530 i7"
"1732298384-1577","https://www.expat-dakar.com/ordinateurs?page=20","Venant","Dell","275 000 F Cfa","Dell i7 10e génération"
"1732298384-1578","https://www.expat-dakar.com/ordinateurs?page=20","Neuf","HP","299 000 F Cfa","HP EliteBook 1030 G2 core i7"
"1732298384-1579","https://www.expat-dakar.com/ordinateurs?page=20","Neuf","Lenovo","780 000 F Cfa","Lenovo thinkpad T14 core i7"
"1732298384-1580","https://www.expat-dakar.com/ordinateurs?page=20","Venant","HP","65 000 F Cfa","HP PROBOOK X360 G1 | DUAL CORE"
"1732298384-1581","https://www.expat-dakar.com/ordinateurs?page=20","Venant","Apple","450 000 F Cfa","Macbook pro touch bar 2018"
"1732298393-1582","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298393-1583","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","Lenovo","160 000 F Cfa","Lenovo T480s i5 neuf"
"1732298393-1584","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","Lenovo","175 000 F Cfa","Lenovo ThinkPad yoga 370 
Core i5 7th 
Ram 8go 
Ssd 256go"
"1732298393-1585","https://www.expat-dakar.com/ordinateurs?page=19","Venant","Dell","175 000 F Cfa","Dell 7480 i7 7th ram 8"
"1732298393-1586","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","HP","240 000 F Cfa","HP ELITEBOOK 1030 G4 I5/8GO/256SSD"
"1732298393-1587","https://www.expat-dakar.com/ordinateurs?page=19","Venant","HP","190 000 F Cfa","HP Probook 450 G5 Cor i7"
"1732298393-1588","https://www.expat-dakar.com/ordinateurs?page=19","Venant","Lenovo","320 000 F Cfa","Lenovo L340 Cor i5 ""GAMER"""
"1732298393-1589","https://www.expat-dakar.com/ordinateurs?page=19","Venant","Dell","80 000 F Cfa","""PROMO"" DELL E6430 et E6530 Cor i5 ""GAMER"""
"1732298393-1590","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","Dell","250 000 F Cfa","DELL Latitude 3500 Cor i7 ""GAMER"""
"1732298393-1591","https://www.expat-dakar.com/ordinateurs?page=19","Venant","HP","95 000 F Cfa","HP core i5 8th ssd 256g ram 8g"
"1732298393-1592","https://www.expat-dakar.com/ordinateurs?page=19","Neuf","Lenovo","399 900 F Cfa","ALL IN ONE LENOVO V 30 A 22ITL CORE I3 11 th GENERATION"
"1732298403-1593","https://www.expat-dakar.com/ordinateurs?page=18","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298403-1594","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Acer","450 000 F Cfa","Acer nitro 5 rtx 3050Ti 24Go ram"
"1732298403-1595","https://www.expat-dakar.com/ordinateurs?page=18","Venant","HP","215 000 F Cfa","✅HP G9 - i7 ❇ 16Go Ram- 15 Pouces"
"1732298403-1596","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Apple","375 000 F Cfa","❇Mac Pro TouchBar ✅ i5- 256Go SSD ✅"
"1732298403-1597","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Apple","275 000 F Cfa","✅ Mac Pro 2015- i7- 16Go Ram- 500Go SSD- 15"
"1732298403-1598","https://www.expat-dakar.com/ordinateurs?page=18","Venant","HP","100 000 F Cfa","❇ Hp 15- 4Go Ram- 500Go- 15 Pouces"
"1732298403-1599","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Apple","450 000 F Cfa","Apple MacBook Pro TB 2020 Core i5 16/512Go"
"1732298403-1600","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Apple","","MacBook Pro 2017 15 Pouces - I7 | 16GB RAM | 512"
"1732298403-1601","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Apple","550 000 F Cfa","MacBook Pro 2019 16 Pouces - I7 | 16GB RAM | 512"
"1732298403-1602","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Samsung","400 000 F Cfa","Samsung Galaxy Book3 Pro 360 Core i5  13e génération)"
"1732298403-1603","https://www.expat-dakar.com/ordinateurs?page=18","Venant","Lenovo","240 000 F Cfa","LENOVO L15 GEN 3 RYZEN 5 PRO 5675U 256GB/16GB"
"1732298413-1604","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298413-1605","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","Apple","1 500 000 F Cfa","MacBook Pro with Apple Chip M3 Pro 16 Pouces 2023"
"1732298413-1606","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","Apple","2 300 000 F Cfa","MacBook Pro with Apple M3 Max 16 Pouces 2023"
"1732298413-1607","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","Dell","550 000 F Cfa","DELL LATITUDE 7340 i5 13TB GEN 2024"
"1732298413-1608","https://www.expat-dakar.com/ordinateurs?page=17","Venant","Dell","220 000 F Cfa","Dell 7490 cor i7 de 8th gen"
"1732298413-1609","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","HP","400 000 F Cfa","HP ZBOOK 14 Firefly G9 cor i5 de 12th"
"1732298413-1610","https://www.expat-dakar.com/ordinateurs?page=17","Venant","Apple","450 000 F Cfa","MacBook Pro TeachBar 2019 cor i7"
"1732298413-1611","https://www.expat-dakar.com/ordinateurs?page=17","Neuf","HP","650 000 F Cfa","HP Elitebook 860 G10 cor i7 de 13th gen"
"1732298413-1612","https://www.expat-dakar.com/ordinateurs?page=17","Venant","HP","175 000 F Cfa","HP Elitebook MT45 Rayzen Pro"
"1732298413-1613","https://www.expat-dakar.com/ordinateurs?page=17","Venant","HP","130 000 F Cfa","Ordinateur HP 400G3"
"1732298413-1614","https://www.expat-dakar.com/ordinateurs?page=17","Venant","Dell","980 000 F Cfa","GAMING DELL G15 5530 i7 13th Gen  RTX 4060"
"1732298427-1615","https://www.expat-dakar.com/ordinateurs?page=16","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298427-1616","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Dell","380 000 F Cfa","Dell latitude 7420"
"1732298427-1617","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Dell","270 000 F Cfa","GAMER, PC, ORDINATEUR"
"1732298427-1618","https://www.expat-dakar.com/ordinateurs?page=16","Venant","HP","200 000 F Cfa","𝗛𝗣 𝗭𝗕𝗢𝗢𝗞 𝟭𝟰𝗨 𝗚𝟲 | 𝗖𝗢𝗥𝗘 𝗜𝟱 | 𝟴𝗚𝗲𝗻"
"1732298427-1619","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Dell","115 000 F Cfa","DELL LATITUDE E7470 | I5"
"1732298427-1620","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Dell","150 000 F Cfa","DELL LATITUDE 5400 I5  8ÈME GEN"
"1732298427-1621","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Lenovo","125 000 F Cfa","Lenovo t460 i5 ram 8"
"1732298427-1622","https://www.expat-dakar.com/ordinateurs?page=16","Neuf","HP","525 000 F Cfa","HP Victus 15.6'' Ryzen 5 8GB SSD 512"
"1732298427-1623","https://www.expat-dakar.com/ordinateurs?page=16","Neuf","Apple","1 599 000 F Cfa","iMac 24 pouces M4 16GB SSD 512"
"1732298427-1624","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Apple","185 000 F Cfa","Imac 2014 500giga 8giga core i5"
"1732298427-1625","https://www.expat-dakar.com/ordinateurs?page=16","Venant","Dell","90 000 F Cfa","Dell latitude 3190 x 360 yoga"
"1732298439-1626","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298439-1627","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","MSI","3 900 000 F Cfa","PC GAMER - ARCHITECTE TRÈS PUISSANT 👑"
"1732298439-1628","https://www.expat-dakar.com/ordinateurs?page=15","Venant","HP","150 000 F Cfa","Hp Elitbook 840 g3 * 6eme génération"
"1732298439-1629","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","ASUS","575 000 F Cfa","Asus Tuf Gaming F15 De 13 eme Génération Rtx 4060"
"1732298439-1630","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","HP","350 000 F Cfa","Hp Probook 450 G8 scelle"
"1732298439-1631","https://www.expat-dakar.com/ordinateurs?page=15","Venant","HP","95 000 F Cfa","Hp Probook X360 11 G5"
"1732298439-1632","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","Apple","575 000 F Cfa","Mac Book Pro de 16 Inch Intel Core i9 ssd 2 To Ram 32 Gb de"
"1732298439-1633","https://www.expat-dakar.com/ordinateurs?page=15","Venant","Dell","1 F Cfa","Dell OptiPlex 3020 Micro PC"
"1732298439-1634","https://www.expat-dakar.com/ordinateurs?page=15","Venant","Autre","140 000 F Cfa","Ensemble Hp Prodesk 400 G4 SFF i7-7700"
"1732298439-1635","https://www.expat-dakar.com/ordinateurs?page=15","Neuf","HP","100 000 F Cfa","Hp mini"
"1732298439-1636","https://www.expat-dakar.com/ordinateurs?page=15","Venant","HP","230 000 F Cfa","Ordinateur"
"1732298450-1637","https://www.expat-dakar.com/ordinateurs?page=14","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298450-1638","https://www.expat-dakar.com/ordinateurs?page=14","Venant","Dell","680 000 F Cfa","Dell XPS 9320 i7 /512G/16G"
"1732298450-1639","https://www.expat-dakar.com/ordinateurs?page=14","Venant","Dell","175 000 F Cfa","Dell core i5 8th ssd 512g ram 16g"
"1732298450-1640","https://www.expat-dakar.com/ordinateurs?page=14","Venant","HP","90 000 F Cfa","Hp amd A8 disque 500gb ram8gb"
"1732298450-1641","https://www.expat-dakar.com/ordinateurs?page=14","Venant","Lenovo","90 000 F Cfa","Lenevo yoga i5 tacktil 500gb ram4gb"
"1732298450-1642","https://www.expat-dakar.com/ordinateurs?page=14","Venant","Dell","60 000 F Cfa","Unité centrale Dell i5 7th disque dur Ssd 256gb ram4gb"
"1732298450-1643","https://www.expat-dakar.com/ordinateurs?page=14","Neuf","Dell","350 000 F Cfa","DELL 5430"
"1732298450-1644","https://www.expat-dakar.com/ordinateurs?page=14","Neuf","Apple","800 000 F Cfa","Macbook Air M2 2023"
"1732298450-1645","https://www.expat-dakar.com/ordinateurs?page=14","Venant","Lenovo","95 000 F Cfa","LENEVO THINKPAD L440"
"1732298450-1646","https://www.expat-dakar.com/ordinateurs?page=14","Venant","HP","105 000 F Cfa","Hp EliteBook G3 820"
"1732298450-1647","https://www.expat-dakar.com/ordinateurs?page=14","Venant","HP","230 000 F Cfa","Hp EliteBook 1030x360 I5"
"1732298463-1648","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298463-1649","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","HP","180 000 F Cfa","Ordinateur HP"
"1732298463-1650","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","Dell","135 000 F Cfa","Promo Dell Latitude 7280"
"1732298463-1651","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","Lenovo","220 000 F Cfa","Lenevo thinkpad X1 yoga i5 8th Génération"
"1732298463-1652","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","HP","430 000 F Cfa","Hp EliteBook 1040 G8 i7 x 360 yoga 11th génération"
"1732298463-1653","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","HP","330 000 F Cfa","Hp Zbook FireFly 14 G9 i5 12th 512 SSD ram 16Go"
"1732298463-1654","https://www.expat-dakar.com/ordinateurs?page=13","Venant","Apple","550 000 F Cfa","MacBook Pro i9 (2019 )16 pouces Touch Bar"
"1732298463-1655","https://www.expat-dakar.com/ordinateurs?page=13","Neuf","HP","160 000 F Cfa","Hp EliteBook 840 G3 i5 6th scellé"
"1732298463-1656","https://www.expat-dakar.com/ordinateurs?page=13","Venant","Apple","370 000 F Cfa","MacBook Pro Touchbar i5 2018 13 pouces"
"1732298463-1657","https://www.expat-dakar.com/ordinateurs?page=13","Venant","HP","275 000 F Cfa","Hp EliteBook 830 x 360 G6 i7 8th génération yoga"
"1732298463-1658","https://www.expat-dakar.com/ordinateurs?page=13","Venant","Apple","180 000 F Cfa","Air 2017 i5 256gn ram8gb"
"1732298472-1659","https://www.expat-dakar.com/ordinateurs?page=12","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298472-1660","https://www.expat-dakar.com/ordinateurs?page=12","D'occasion","Dell","110 000 F Cfa","bureau dell i7 disk 1tb ram 8gb ecran 27pouces"
"1732298472-1661","https://www.expat-dakar.com/ordinateurs?page=12","Venant","HP","75 000 F Cfa","HP PRODESK CORE i5"
"1732298472-1662","https://www.expat-dakar.com/ordinateurs?page=12","D'occasion","HP","60 000 F Cfa","HP PRODESK 400 G1"
"1732298472-1663","https://www.expat-dakar.com/ordinateurs?page=12","Venant","HP","160 000 F Cfa","HP PROBOOK 450 G6"
"1732298472-1664","https://www.expat-dakar.com/ordinateurs?page=12","Venant","Lenovo","120 000 F Cfa","Ordinateur"
"1732298472-1665","https://www.expat-dakar.com/ordinateurs?page=12","Venant","HP","80 000 F Cfa","HP ELITEBOOk G1 11,6 x360 Tactile"
"1732298472-1666","https://www.expat-dakar.com/ordinateurs?page=12","Venant","HP","200 000 F Cfa","Ordinateur"
"1732298472-1667","https://www.expat-dakar.com/ordinateurs?page=12","Neuf","Lenovo","150 000 F Cfa","Ordinateur"
"1732298472-1668","https://www.expat-dakar.com/ordinateurs?page=12","Neuf","Lenovo","170 000 F Cfa","Ordinateur"
"1732298472-1669","https://www.expat-dakar.com/ordinateurs?page=12","Neuf","HP","110 000 F Cfa","Ho Elitebook 820 G3"
"1732298482-1670","https://www.expat-dakar.com/ordinateurs?page=11","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298482-1671","https://www.expat-dakar.com/ordinateurs?page=11","Neuf","HP","95 000 F Cfa","HP  PROBOOK"
"1732298482-1672","https://www.expat-dakar.com/ordinateurs?page=11","Réconditionné","Lenovo","140 000 F Cfa","LENOVO X360 TACTILE CORE I5"
"1732298482-1673","https://www.expat-dakar.com/ordinateurs?page=11","Neuf","HP","140 000 F Cfa","HP ELITEBOOK 840"
"1732298482-1674","https://www.expat-dakar.com/ordinateurs?page=11","Réconditionné","Lenovo","150 000 F Cfa","LENOVO 380 X360 TACTILE CORE I5"
"1732298482-1675","https://www.expat-dakar.com/ordinateurs?page=11","Réconditionné","HP","300 000 F Cfa","PROMO🔥 HP ELITEBOOK 840 G8 14” 11éme Gén"
